UR #	ILLOC	SR	
71573:	Q  	S ka Aux Verb O1[+WH] O2                          	
71574:	Q  	S ka Aux Verb O1[+WH] P O3 Adv                    	
71575:	Q  	S ka Aux Verb O1[+WH] P O3                        	
71576:	Q  	S ka Aux Verb O1[+WH]                             	
71577:	Q  	S ka Aux Verb P O3 Adv[+WH]                       	
71578:	Q  	S ka Aux Verb P O3[+WH] Adv                       	
71579:	Q  	S ka Aux Verb P O3[+WH]                           	
77936:	Q  	S[+WH] ka Aux Never Verb Adv                      	
77937:	Q  	S[+WH] ka Aux Never Verb O1 Adv                   	
77938:	Q  	S[+WH] ka Aux Never Verb O1 O2 Adv                	
77939:	Q  	S[+WH] ka Aux Never Verb O1 O2 P O3 Adv           	
77940:	Q  	S[+WH] ka Aux Never Verb O1 O2 P O3               	
77941:	Q  	S[+WH] ka Aux Never Verb O1 O2                    	
77942:	Q  	S[+WH] ka Aux Never Verb O1 P O3 Adv              	
77943:	Q  	S[+WH] ka Aux Never Verb O1 P O3                  	
77944:	Q  	S[+WH] ka Aux Never Verb O1                       	
77945:	Q  	S[+WH] ka Aux Never Verb P O3 Adv                 	
77946:	Q  	S[+WH] ka Aux Never Verb P O3                     	
77947:	Q  	S[+WH] ka Aux Never Verb                          	
77948:	Q  	S[+WH] ka Aux Not Verb Adv                        	
77949:	Q  	S[+WH] ka Aux Not Verb O1 Adv                     	
77950:	Q  	S[+WH] ka Aux Not Verb O1 O2 Adv                  	
77951:	Q  	S[+WH] ka Aux Not Verb O1 O2 P O3 Adv             	
77952:	Q  	S[+WH] ka Aux Not Verb O1 O2 P O3                 	
77953:	Q  	S[+WH] ka Aux Not Verb O1 O2                      	
77954:	Q  	S[+WH] ka Aux Not Verb O1 P O3 Adv                	
77955:	Q  	S[+WH] ka Aux Not Verb O1 P O3                    	
77956:	Q  	S[+WH] ka Aux Not Verb O1                         	
77957:	Q  	S[+WH] ka Aux Not Verb P O3 Adv                   	
77958:	Q  	S[+WH] ka Aux Not Verb P O3                       	
77959:	Q  	S[+WH] ka Aux Not Verb                            	
77960:	Q  	S[+WH] ka Aux Verb Adv                            	
77961:	Q  	S[+WH] ka Aux Verb O1 Adv                         	
77962:	Q  	S[+WH] ka Aux Verb O1 O2 Adv                      	
77963:	Q  	S[+WH] ka Aux Verb O1 O2 P O3 Adv                 	
77964:	Q  	S[+WH] ka Aux Verb O1 O2 P O3                     	
77965:	Q  	S[+WH] ka Aux Verb O1 O2                          	
77966:	Q  	S[+WH] ka Aux Verb O1 P O3 Adv                    	
77967:	Q  	S[+WH] ka Aux Verb O1 P O3                        	
77968:	Q  	S[+WH] ka Aux Verb O1                             	
77969:	Q  	S[+WH] ka Aux Verb P O3 Adv                       	
77970:	Q  	S[+WH] ka Aux Verb P O3                           	
77971:	Q  	S[+WH] ka Aux Verb                                	
87336:	Q  	P O3 ka S Aux Never Verb O1 O2 Adv[+WH]           	
87337:	Q  	P O3 ka S Aux Never Verb O1 O2[+WH] Adv           	
87338:	Q  	P O3 ka S Aux Never Verb O1 O2[+WH]               	
87339:	Q  	P O3 ka S Aux Never Verb O1 Adv[+WH]              	
87340:	Q  	P O3 ka S Aux Never Verb O1[+WH] O2 Adv           	
87341:	Q  	P O3 ka S Aux Never Verb O1[+WH] O2               	
87342:	Q  	P O3 ka S Aux Never Verb O1[+WH] Adv              	
87343:	Q  	P O3 ka S Aux Never Verb O1[+WH]                  	
87344:	Q  	P O3 ka S Aux Never Verb Adv[+WH]                 	
87345:	Q  	P O3 ka S Aux Not Verb O1 O2 Adv[+WH]             	
87346:	Q  	P O3 ka S Aux Not Verb O1 O2[+WH] Adv             	
87347:	Q  	P O3 ka S Aux Not Verb O1 O2[+WH]                 	
87348:	Q  	P O3 ka S Aux Not Verb O1 Adv[+WH]                	
87349:	Q  	P O3 ka S Aux Not Verb O1[+WH] O2 Adv             	
87350:	Q  	P O3 ka S Aux Not Verb O1[+WH] O2                 	
87351:	Q  	P O3 ka S Aux Not Verb O1[+WH] Adv                	
87352:	Q  	P O3 ka S Aux Not Verb O1[+WH]                    	
87353:	Q  	P O3 ka S Aux Not Verb Adv[+WH]                   	
87354:	Q  	P O3 ka S Aux Verb O1 O2 Adv[+WH]                 	
87355:	Q  	P O3 ka S Aux Verb O1 O2[+WH] Adv                 	
87356:	Q  	P O3 ka S Aux Verb O1 O2[+WH]                     	
87357:	Q  	P O3 ka S Aux Verb O1 Adv[+WH]                    	
87358:	Q  	P O3 ka S Aux Verb O1[+WH] O2 Adv                 	
87359:	Q  	P O3 ka S Aux Verb O1[+WH] O2                     	
87360:	Q  	P O3 ka S Aux Verb O1[+WH] Adv                    	
87361:	Q  	P O3 ka S Aux Verb O1[+WH]                        	
87362:	Q  	P O3 ka S Aux Verb Adv[+WH]                       	
87480:	Q  	P O3 ka S[+WH] Aux Never Verb O1 O2 Adv           	
87481:	Q  	P O3 ka S[+WH] Aux Never Verb O1 O2               	
87482:	Q  	P O3 ka S[+WH] Aux Never Verb O1 Adv              	
87483:	Q  	P O3 ka S[+WH] Aux Never Verb O1                  	
87484:	Q  	P O3 ka S[+WH] Aux Never Verb Adv                 	
87485:	Q  	P O3 ka S[+WH] Aux Never Verb                     	
87486:	Q  	P O3 ka S[+WH] Aux Not Verb O1 O2 Adv             	
87487:	Q  	P O3 ka S[+WH] Aux Not Verb O1 O2                 	
87488:	Q  	P O3 ka S[+WH] Aux Not Verb O1 Adv                	
87489:	Q  	P O3 ka S[+WH] Aux Not Verb O1                    	
87490:	Q  	P O3 ka S[+WH] Aux Not Verb Adv                   	
87491:	Q  	P O3 ka S[+WH] Aux Not Verb                       	
87492:	Q  	P O3 ka S[+WH] Aux Verb O1 O2 Adv                 	
87493:	Q  	P O3 ka S[+WH] Aux Verb O1 O2                     	
87494:	Q  	P O3 ka S[+WH] Aux Verb O1 Adv                    	
87495:	Q  	P O3 ka S[+WH] Aux Verb O1                        	
87496:	Q  	P O3 ka S[+WH] Aux Verb Adv                       	
87497:	Q  	P O3 ka S[+WH] Aux Verb                           	
93240:	Q  	P O3[+WH] ka S Aux Never Verb O1 O2 Adv           	
93241:	Q  	P O3[+WH] ka S Aux Never Verb O1 O2               	
93242:	Q  	P O3[+WH] ka S Aux Never Verb O1 Adv              	
93243:	Q  	P O3[+WH] ka S Aux Never Verb O1                  	
93244:	Q  	P O3[+WH] ka S Aux Never Verb Adv                 	
93245:	Q  	P O3[+WH] ka S Aux Never Verb                     	
93246:	Q  	P O3[+WH] ka S Aux Not Verb O1 O2 Adv             	
93247:	Q  	P O3[+WH] ka S Aux Not Verb O1 O2                 	
93248:	Q  	P O3[+WH] ka S Aux Not Verb O1 Adv                	
93249:	Q  	P O3[+WH] ka S Aux Not Verb O1                    	
93250:	Q  	P O3[+WH] ka S Aux Not Verb Adv                   	
93251:	Q  	P O3[+WH] ka S Aux Not Verb                       	
93252:	Q  	P O3[+WH] ka S Aux Verb O1 O2 Adv                 	
93253:	Q  	P O3[+WH] ka S Aux Verb O1 O2                     	
93254:	Q  	P O3[+WH] ka S Aux Verb O1 Adv                    	
93255:	Q  	P O3[+WH] ka S Aux Verb O1                        	
93256:	Q  	P O3[+WH] ka S Aux Verb Adv                       	
93257:	Q  	P O3[+WH] ka S Aux Verb                           	
