UR #	ILLOC	SR	
15472:	DEC	S Aux Not Verb O1                                 	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"))))))))        132	
15473:	DEC	S Aux Not Verb P O3 Adv                           	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        132	
15474:	DEC	S Aux Not Verb P O3                               	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")))))))))        132	
15475:	DEC	S Aux Not Verb                                    	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")))))))))        132	
15476:	DEC	S Aux Verb Adv                                    	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"Adv"))))))        132	
15477:	DEC	S Aux Verb O1 Adv                                 	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1""Adv"))))))        132	
15478:	DEC	S Aux Verb O1 O2 Adv                              	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))        132	
15479:	DEC	S Aux Verb O1 O2 P O3 Adv                         	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))        132	
15480:	DEC	S Aux Verb O1 O2 P O3                             	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))        132	
15481:	DEC	S Aux Verb O1 O2                                  	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1""O2"))))))        132	
15482:	DEC	S Aux Verb O1 P O3 Adv                            	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))        132	
15483:	DEC	S Aux Verb O1 P O3                                	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))        132	
15484:	DEC	S Aux Verb O1                                     	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")"O1"))))))        132	
15485:	DEC	S Aux Verb P O3 Adv                               	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))        132	
15486:	DEC	S Aux Verb P O3                                   	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")(PP"P""O3")))))))        132	
15487:	DEC	S Aux Verb                                        	(CP[ILLOC DEC][+FIN]"S[+TOPIC]"(Cbar[ILLOC DEC][+FIN][SLASH S](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH S][SLASH Aux]"S[+NULL][SLASH S]"(Ibar[ILLOC DEC][+FIN][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP(Vbar(V"Verb")))))))        132	
21484:	DEC	P O3 Aux S Never Verb O1 O2 Adv                   	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH PP]"Never"(Negbar[SLASH PP](VP[SLASH PP](Vbar[SLASH PP](V"Verb")"O1""O2""PP[+NULL][SLASH PP]""Adv"))))))))        132	
21485:	DEC	P O3 Aux S Never Verb O1 O2                       	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH PP]"Never"(Negbar[SLASH PP](VP[SLASH PP](Vbar[SLASH PP](V"Verb")"O1""O2""PP[+NULL][SLASH PP]"))))))))        132	
21486:	DEC	P O3 Aux S Never Verb O1 Adv                      	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH PP]"Never"(Negbar[SLASH PP](VP[SLASH PP](Vbar[SLASH PP](V"Verb")"O1""PP[+NULL][SLASH PP]""Adv"))))))))        132	
21487:	DEC	P O3 Aux S Never Verb O1                          	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH PP]"Never"(Negbar[SLASH PP](VP[SLASH PP](Vbar[SLASH PP](V"Verb")"O1""PP[+NULL][SLASH PP]"))))))))        132	
21488:	DEC	P O3 Aux S Never Verb Adv                         	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH PP]"Never"(Negbar[SLASH PP](VP[SLASH PP](Vbar[SLASH PP](V"Verb")"PP[+NULL][SLASH PP]""Adv"))))))))        132	
21489:	DEC	P O3 Aux S Never Verb                             	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH PP]"Never"(Negbar[SLASH PP](VP[SLASH PP](Vbar[SLASH PP](V"Verb")"PP[+NULL][SLASH PP]"))))))))        132	
21490:	DEC	P O3 Aux S Not Verb O1 O2 Adv                     	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH PP](NegBar[SLASH PP](Neg"Not")(VP[SLASH PP](Vbar[SLASH PP](V"Verb")"O1""O2""PP[+NULL][SLASH PP]""Adv"))))))))        132	
21491:	DEC	P O3 Aux S Not Verb O1 O2                         	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH PP](NegBar[SLASH PP](Neg"Not")(VP[SLASH PP](Vbar[SLASH PP](V"Verb")"O1""O2""PP[+NULL][SLASH PP]"))))))))        132	
21492:	DEC	P O3 Aux S Not Verb O1 Adv                        	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH PP](NegBar[SLASH PP](Neg"Not")(VP[SLASH PP](Vbar[SLASH PP](V"Verb")"O1""PP[+NULL][SLASH PP]""Adv"))))))))        132	
21493:	DEC	P O3 Aux S Not Verb O1                            	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH PP](NegBar[SLASH PP](Neg"Not")(VP[SLASH PP](Vbar[SLASH PP](V"Verb")"O1""PP[+NULL][SLASH PP]"))))))))        132	
21494:	DEC	P O3 Aux S Not Verb Adv                           	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH PP](NegBar[SLASH PP](Neg"Not")(VP[SLASH PP](Vbar[SLASH PP](V"Verb")"PP[+NULL][SLASH PP]""Adv"))))))))        132	
21495:	DEC	P O3 Aux S Not Verb                               	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(NegP[SLASH PP](NegBar[SLASH PP](Neg"Not")(VP[SLASH PP](Vbar[SLASH PP](V"Verb")"PP[+NULL][SLASH PP]"))))))))        132	
21496:	DEC	P O3 Aux S Verb O1 O2 Adv                         	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH PP](Vbar[SLASH PP](V"Verb")"O1""O2""PP[+NULL][SLASH PP]""Adv"))))))        132	
21497:	DEC	P O3 Aux S Verb O1 O2                             	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH PP](Vbar[SLASH PP](V"Verb")"O1""O2""PP[+NULL][SLASH PP]"))))))        132	
21498:	DEC	P O3 Aux S Verb O1 Adv                            	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH PP](Vbar[SLASH PP](V"Verb")"O1""PP[+NULL][SLASH PP]""Adv"))))))        132	
21499:	DEC	P O3 Aux S Verb O1                                	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH PP](Vbar[SLASH PP](V"Verb")"O1""PP[+NULL][SLASH PP]"))))))        132	
21500:	DEC	P O3 Aux S Verb Adv                               	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH PP](Vbar[SLASH PP](V"Verb")"PP[+NULL][SLASH PP]""Adv"))))))        132	
21501:	DEC	P O3 Aux S Verb                                   	(CP[ILLOC DEC][+FIN](PP[+TOPIC]"P""O3")(Cbar[ILLOC DEC][+FIN][SLASH PP](C[ILLOC DEC][+FIN]"Aux[+FIN]")(IP[ILLOC DEC][+FIN][SLASH PP][SLASH Aux]"S"(Ibar[ILLOC DEC][+FIN][SLASH PP][SLASH Aux](I[ILLOC DEC][+FIN][SLASH Aux]"Aux[+FIN][+NULL][SLASH Aux]")(VP[SLASH PP](Vbar[SLASH PP](V"Verb")"PP[+NULL][SLASH PP]"))))))        132	
23500:	IMP	Never Verb Adv                                    	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"Adv"))))))))        132	
23501:	IMP	Never Verb O1 Adv                                 	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""Adv"))))))))        132	
23502:	IMP	Never Verb O1 O2 Adv                              	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        132	
23503:	IMP	Never Verb O1 O2 P O3 Adv                         	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        132	
23504:	IMP	Never Verb O1 O2 P O3                             	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        132	
23505:	IMP	Never Verb O1 O2                                  	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1""O2"))))))))        132	
23506:	IMP	Never Verb O1 P O3 Adv                            	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        132	
23507:	IMP	Never Verb O1 P O3                                	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        132	
23508:	IMP	Never Verb O1                                     	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")"O1"))))))))        132	
23509:	IMP	Never Verb P O3 Adv                               	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        132	
23510:	IMP	Never Verb P O3                                   	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")(PP"P""O3")))))))))        132	
23511:	IMP	Never Verb                                        	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP"Never"(Negbar(VP(Vbar(V"Verb")))))))))        132	
23512:	IMP	Not Verb Adv                                      	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"Adv"))))))))        132	
23513:	IMP	Not Verb O1 Adv                                   	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""Adv"))))))))        132	
23514:	IMP	Not Verb O1 O2 Adv                                	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2""Adv"))))))))        132	
23515:	IMP	Not Verb O1 O2 P O3 Adv                           	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")"Adv"))))))))        132	
23516:	IMP	Not Verb O1 O2 P O3                               	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"(PP"P""O3")))))))))        132	
23517:	IMP	Not Verb O1 O2                                    	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1""O2"))))))))        132	
23518:	IMP	Not Verb O1 P O3 Adv                              	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")"Adv"))))))))        132	
23519:	IMP	Not Verb O1 P O3                                  	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"(PP"P""O3")))))))))        132	
23520:	IMP	Not Verb O1                                       	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")"O1"))))))))        132	
23521:	IMP	Not Verb P O3 Adv                                 	(CP[ILLOC IMP](Cbar[ILLOC IMP](C[ILLOC IMP]"Please[+NULL]")(IP[ILLOC IMP]"S[+NULL]"(Ibar[ILLOC IMP](I[ILLOC IMP]"Aux[+NULL]")(NegP(NegBar(Neg"Not")(VP(Vbar(V"Verb")(PP"P""O3")"Adv"))))))))        132	
